normalised_time (min),dlprbUsage
1675,27.1275
1680,26.445
1685,27.884999999999998
1690,30.78
1695,32.955
1700,33.464999999999996
1705,34.11
1710,33.855000000000004
1715,34.9425
1720,35.9475
1725,39.54
1730,41.400000000000006
1735,39.6975
1740,36.9675
1745,36.105000000000004
1750,35.49
1755,36.434999999999995
1760,40.8975
1765,40.575
1770,39.225
1775,39.33
1780,41.474999999999994
1785,42.434999999999995
1790,44.4075
1795,47.0175
1800,50.775000000000006
1805,52.86749999999999
1810,53.295
1815,57.165
1820,60.682500000000005
1825,60.21
1830,59.64
1835,63.21000000000001
1840,63.75
1845,64.155
1850,62.07749999999999
1855,62.355000000000004
1860,61.297499999999985
1865,64.0575
1870,65.4975
1875,70.6275
1880,71.73750000000001
1885,68.44500000000001
1890,69.5925
1895,72.06
1900,78.315
1905,80.925
1910,81.62249999999999
1915,75.4275
1920,72.9525
1925,69.465
1930,69.1575
1935,71.15249999999999
1940,69.2475
1945,69.1125
1950,66.42
1955,69.0825
1960,67.38749999999999
1965,69.73499999999999
1970,72.8625
1975,70.77749999999999
1980,69.1125
1985,67.1475
1990,68.385
1995,67.7025
2000,65.265
2005,61.31250000000001
2010,61.44
2015,59.625
2020,55.845
2025,54.01500000000001
2030,53.04749999999999
2035,52.32750000000001
2040,49.0275
2045,45.945
2050,44.7375
2055,40.89
2060,42.112500000000004
2065,45.832499999999996
2070,42.315
2075,41.730000000000004
2080,40.162499999999994
2085,39.18
2090,38.407500000000006
2095,35.94749999999999
2100,33.885
2105,32.925
2110,28.02
2115,21.825
2120,20.392500000000002
2125,18.975
2130,17.369999999999997
2135,16.275
2140,16.365
2145,15.540000000000001
2150,14.182500000000003
2155,12.4425
2160,12.8025
2165,11.422500000000001
2170,11.377500000000001
2175,11.370000000000001
2180,12.0
2185,11.834999999999999
2190,10.7175
2195,10.68
2200,10.5075
2205,10.507500000000002
2210,8.392500000000002
2215,7.965000000000001
2220,8.3475
2225,8.0325
2230,7.642499999999999
2235,7.185
2240,7.170000000000001
2245,6.7875
2250,6.5024999999999995
2255,5.91
2260,5.6175
2265,5.242500000000001
2270,4.71
2275,4.237500000000001
2280,3.42
2285,3.015
2290,2.745
2295,2.3325000000000005
2300,2.3925
2305,2.7824999999999998
2310,2.9850000000000003
2315,3.7800000000000007
2320,4.08
2325,4.785
2330,5.865
2335,6.0675
2340,6.074999999999999
2345,6.1875
2350,6.2175
2355,6.555
2360,7.0725
2365,6.45
2370,6.69
2375,6.8175
2380,6.2925
2385,6.592499999999999
2390,7.717500000000001
2395,8.3625
2400,8.565
2405,9.2625
2410,9.645
2415,10.290000000000001
2420,13.327499999999999
2425,21.195
2430,35.46
2435,40.237500000000004
2440,40.695
2445,41.9025
2450,42.885
2455,43.4175
2460,43.582499999999996
2465,44.61
2470,43.012499999999996
2475,36.712500000000006
2480,23.5575
2485,21.2475
2490,22.462500000000002
2495,21.7275
2500,21.6825
2505,21.217499999999998
2510,22.335
2515,23.7675
2520,25.7475
2525,27.1425
2530,29.159999999999997
2535,28.387500000000003
2540,29.744999999999997
2545,31.44
2550,33.2175
2555,34.0425
2560,33.5325
2565,31.837499999999995
2570,29.955
2575,28.537499999999998
2580,27.330000000000005
2585,27.757499999999997
2590,25.514999999999997
2595,24.322499999999998
2600,24.165
2605,24.8625
2610,26.400000000000002
2615,26.640000000000004
2620,26.3775
2625,25.837500000000002
2630,25.0575
2635,24.787499999999998
2640,24.337500000000002
2645,23.677500000000002
2650,22.0725
2655,24.202499999999997
2660,22.544999999999998
2665,22.08
2670,21.72
2675,22.642500000000002
2680,22.395
2685,21.5625
2690,21.007499999999997
2695,21.36
2700,26.820000000000004
2705,22.92
2710,22.7325
2715,21.9075
2720,21.48
2725,20.1
2730,19.455000000000002
2735,19.0725
2740,18.997500000000002
2745,19.29
2750,14.122499999999999
2755,15.5325
2760,17.257499999999997
2765,17.175
2770,16.972500000000004
2775,16.7175
2780,17.430000000000003
2785,16.5675
2790,16.71
2795,17.49
2800,18.915
2805,18.3525
2810,17.5425
2815,18.6
2820,21.2025
2825,21.802500000000002
2830,22.034999999999997
2835,23.962500000000002
2840,24.037499999999998
2845,23.700000000000003
2850,21.705000000000002
2855,21.375
2860,20.145
2865,20.032500000000002
2870,19.679999999999996
2875,20.0925
2880,22.11
2885,24.195
2890,27.8325
2895,32.684999999999995
2900,33.292500000000004
2905,33.082499999999996
2910,34.635000000000005
2915,38.662499999999994
2920,37.980000000000004
2925,39.63
2930,39.6675
2935,38.5275
2940,35.730000000000004
2945,31.995
2950,32.1675
2955,32.505
2960,31.597499999999993
2965,28.005000000000003
2970,26.849999999999998
2975,25.447499999999998
2980,24.8325
2985,23.595
2990,24.554999999999996
2995,24.1275
3000,25.8
3005,29.7525
3010,32.625
3015,34.29
3020,34.739999999999995
3025,33.239999999999995
3030,32.760000000000005
3035,32.842499999999994
3040,30.7425
3045,29.295
3050,28.027499999999996
3055,25.462500000000002
3060,22.1625
3065,21.697499999999998
3070,23.197499999999998
3075,23.16
3080,22.32
3085,24.037499999999998
3090,25.3425
3095,26.197499999999998
3100,26.865
3105,26.339999999999996
3110,27.8775
3115,28.567500000000003
3120,28.252499999999998
3125,29.775
3130,30.037499999999998
3135,28.837500000000002
3140,28.327499999999997
3145,28.845
3150,28.724999999999998
3155,30.0525
3160,33.9225
3165,37.019999999999996
3170,36.6975
3175,37.4625
3180,38.542500000000004
3185,40.942499999999995
3190,47.265
3195,47.5875
3200,47.925
3205,48.315
3210,46.4475
3215,42.99
3220,43.252500000000005
3225,43.86
3230,44.9175
3235,43.6725
3240,38.97
3245,38.325
3250,39.8775
3255,39.787499999999994
3260,38.085
3265,41.6625
3270,44.504999999999995
3275,46.027499999999996
3280,48.8325
3285,55.237500000000004
3290,58.48499999999999
3295,61.84499999999999
3300,62.7225
3305,66.17999999999999
3310,68.4525
3315,65.7525
3320,64.10999999999999
3325,63.345
3330,63.705
3335,60.2625
3340,59.332499999999996
3345,59.10000000000001
3350,58.822500000000005
3355,55.905
3360,54.65249999999999
3365,56.6475
3370,58.7775
3375,64.35
3380,65.16000000000001
3385,68.44500000000001
3390,69.1575
3395,74.6325
3400,78.4425
3405,80.0325
3410,82.77000000000001
3415,83.61
3420,84.1725
3425,78.85499999999999
3430,77.0025
3435,74.775
3440,76.23750000000001
3445,73.08000000000001
3450,73.9425
3455,74.925
3460,73.0125
3465,71.565
3470,70.52250000000001
3475,69.6075
3480,67.3275
3485,65.445
3490,62.4525
3495,57.88499999999999
3500,53.58
3505,51.9225
3510,49.10999999999999
3515,47.16
3520,44.6625
3525,44.79
3530,43.88999999999999
3535,40.769999999999996
3540,41.205
3545,43.0125
3550,42.292500000000004
3555,39.0
3560,39.06
3565,37.7925
3570,36.532500000000006
3575,33.4425
3580,31.627500000000005
3585,31.7025
3590,28.349999999999998
3595,24.69
3600,21.435
3605,20.6925
3610,19.477500000000003
3615,17.88
3620,18.0375
3625,18.78
3630,19.2975
3635,18.0825
3640,17.505
3645,17.2725
3650,16.2975
3655,15.870000000000001
3660,15.802499999999998
3665,17.085
3670,21.9525
3675,20.4675
3680,20.9325
3685,21.915
3690,21.314999999999998
3695,20.7075
3700,20.595
3705,20.527499999999996
3710,20.632500000000004
3715,19.439999999999998
3720,13.409999999999998
3725,14.25
3730,13.155
3735,11.82
3740,11.895000000000001
3745,12.0
3750,11.565
3755,11.5725
3760,10.8525
3765,9.945
3770,9.292499999999999
3775,9.18
3780,8.28
3785,7.604999999999999
3790,7.177499999999998
3795,6.675
3800,7.890000000000001
3805,7.289999999999999
3810,7.762499999999999
3815,8.475000000000001
3820,9.1125
3825,8.887500000000001
3830,9.8025
3835,11.175
3840,11.3625
3845,13.057500000000001
3850,12.72
3855,13.2225
3860,14.355
3865,14.49
3870,14.625
3875,15.3675
3880,15.7275
3885,18.052500000000002
3890,19.17
3895,19.71
3900,20.745
3905,20.85
3910,20.055000000000003
3915,23.1
3920,26.152500000000003
3925,27.0225
3930,26.722499999999997
3935,24.944999999999997
3940,26.205
3945,26.557500000000005
3950,27.217500000000005
3955,36.525
3960,40.7475
3965,40.245000000000005
3970,39.35999999999999
3975,39.127500000000005
3980,27.913810095243456
3985,27.23200328081729
3990,26.453137423209125
3995,24.95385054007047
4000,24.75965544929465
4005,24.261280386196884
4010,24.43674698456497
4015,24.3830812119136
4020,24.11398070493423
4025,23.89576117388689
4030,24.266732472985478
4035,25.051226410924027
4040,26.001792281095465
4045,26.910452558018203
4050,27.713321415517832
4055,28.414874129939392
4060,28.057191802317696
4065,28.0130234362735
4070,27.90092085277273
4075,28.635260379923114
4080,28.570650271320734
4085,28.490450739458687
4090,28.464937909096374
4095,28.851273665861953
4100,28.640076912171242
4105,28.37160605534384
4110,28.449967146994787
4115,28.375458935808552
4120,29.10044142209914
4125,28.81255040166627
4130,28.735120287783694
4135,28.335118874347096
4140,28.062014500882707
4145,27.403151663264396
4150,26.92162703280149
4155,26.299482441817446
4160,26.139823223420752
4165,25.828203847493274
4170,24.570133504416273
4175,24.647389034235253
4180,24.435405359013895
4185,24.65716384559879
4190,24.370179606367522
4195,24.745880832576333
4200,25.63803433839636
4205,26.62552543222796
4210,27.33351389915618
4215,28.298185528859722
4220,29.819043502423103
4225,29.88859438275578
4230,30.001580225417023
4235,30.213671166658173
4240,31.000070118546205
4245,30.940389798320314
4250,30.17793578167707
4255,29.313836576617597
4260,28.995307606192103
4265,28.306527853403907
4270,27.48552140717576
4275,27.821102131398295
4280,28.25828570484122
4285,28.613519569979495
4290,29.46207996701695
4295,30.771293102561913
4300,32.62414639151285
4305,36.0014308743088
4310,39.658594983186894
4315,43.62852854058392
4320,48.09185623284522
4325,51.8049495843693
4330,55.67229290900358
4335,58.85614693358308
4340,61.21287928850936
4345,63.29569241400969
4350,65.38889513045764
4355,65.2524348741243
4360,65.30744233963784
4365,65.50350764938949
4370,65.14670496754925
4375,65.28644664917199
4380,66.07022296513426
4385,67.57170416461022
4390,69.22320150600002
4395,70.87803645687987
4400,71.81446099469859
4405,73.50309863567904
4410,73.54834128290564
4415,72.77302178888021
4420,71.79894080170473
4425,69.55537437655676
4430,66.45107289245051
4435,63.551830158575534
4440,61.115335496860396
4445,59.09530241892641
4450,57.857675479176045
4455,57.03350439320981
4460,57.649965131122975
4465,58.56021805638007
4470,60.109156151214655
4475,62.39895882271052
4480,64.80620606414418
4485,66.3667789088318
4490,67.45147178705952
4495,68.05956847747491
4500,68.3644473209749
4505,67.76179361599917
4510,66.3762263831748
4515,65.55585360350729
4520,64.30152982349273
4525,63.2034109601815
4530,62.07640559962342
4535,60.844984044482295
4540,59.63423893490121
4545,58.069578379275924
4550,56.39194299579297
4555,54.95845881533054
4560,53.656683608307546
4565,51.22715307197948
4570,48.73955349729795
4575,45.98449469737464
4580,43.367135589853966
4585,40.656836095459525
4590,37.94930983856984
4595,35.63904099221621
4600,33.46882374255868
4605,31.367286989464997
4610,29.251121340629986
4615,28.2749965355329
4620,27.6393583120806
4625,27.261853355318976
4630,26.25038331818548
4635,26.130915867239082
4640,25.860682606005867
4645,25.208243467935695
4650,25.522382415141966
4655,25.986963201843945
4660,26.130936510326375
4665,25.64695224884968
4670,24.96866268068286
4675,24.26071393025324
4680,24.157643844316432
4685,22.928101540751292
4690,21.974826601703864
4695,21.303885410632166
4700,19.50103245030621
4705,17.172811067876648
4710,14.965108198324037
4715,13.177917972398461
4720,11.491570360998752
4725,9.620784470347768
4730,7.970649113558335
4735,6.997654509269708
4740,5.741658703708208
4745,4.59656402833895
4750,3.622098127242775
4755,3.259095541742789
4760,3.813781419809197
4765,3.5773820633424642
4770,3.489112479684721
4775,3.639165059451608
4780,3.400663020345477
4785,3.943064388840804
4790,4.426051634483671
4795,5.479639689629194
4800,6.515746004555321
4805,7.2236334266453515
4810,7.529434664913157
4815,8.749981870951903
4820,9.455325822534041
4825,10.134708632158876
4830,11.004990796228853
4835,10.745984850042301
4840,10.930494951643372
4845,10.807118345026545
4850,10.459284882945656
4855,10.815686757073442
4860,10.850980916325263
4865,10.744198735368892
4870,10.833520546113283
4875,11.137649940438298
4880,11.697477300661978
4885,12.742457159419848
4890,13.392875872864744
4895,13.927837978290563
4900,14.36510299127714
4905,14.517210269799483
4910,14.240874907670463
4915,14.03039445433591
4920,14.071518303561415
4925,13.164809879940995
4930,12.21796417218834
4935,11.710125134585509
4940,10.630536098321667
4945,9.996075358979565
4950,10.168773522918835
4955,9.904786590492158
4960,10.24441438418756
4965,10.414665180794543
4970,10.165664561217156
4975,11.065144550999445
4980,11.360618969351721
4985,11.61290152718643
4990,12.67114152785769
4995,13.258309571838913
5000,14.12979762478868
5005,15.056320468277509
5010,16.252036238409115
5015,17.594440427507127
5020,19.34646335982497
5025,20.422489775207247
5030,22.08934672445815
5035,23.514397380919625
5040,25.121167806256146
5045,26.780724738040238
5050,27.68217181373393
5055,28.65859964593249
5060,29.58739965448217
5065,30.119355070423573
5070,30.269381441119656
5075,30.945477955212958
5080,30.710195281839496
5085,29.95128859600022
5090,28.64217527508987
5095,27.602717285868835
5100,26.429132126147085
5105,25.47928457418021
5110,24.381436392180085
5115,23.729207694351743
5120,23.380884330749602
5125,22.911570000070068
5130,23.20803028380642
5135,23.821530762909628
5140,25.024076520509638
5145,26.255786746246315
5150,27.44106389838887
5155,28.886618343551646
5160,29.92583614627974
5165,30.172004913520265
5170,30.58418072815066
5175,30.582400914732585
5180,30.728664881386408
5185,30.854135064341143
5190,30.482649756155723
5195,29.486858397808653
5200,29.315402766499023
5205,28.894266802363024
5210,28.386276213347845
5215,28.955774293817502
5220,29.293170930415943
5225,29.88474455303516
5230,30.31304175711956
5235,30.557300035774393
5240,31.073886697411115
5245,32.150305450420475
5250,32.32666568461479
5255,32.30694953174175
5260,32.54886722517122
5265,32.50371705424335
5270,32.35551266166517
5275,32.89182904316033
5280,33.48138434821495
5285,34.31544220992983
5290,35.04067082439226
5295,35.99282871236994
5300,36.95286279609699
5305,38.715357102460516
5310,40.52805662530265
5315,41.65862040744147
5320,43.52575259788382
5325,44.27881993921925
5330,44.61726971076673
5335,44.99437781476213
5340,45.124054932238764
5345,45.74626379962286
5350,46.58642428519401
5355,47.121366996892334
5360,47.667996074925995
5365,47.98148237653434
5370,47.709864207289634
5375,47.61697057085267
5380,47.50693226369437
5385,47.17950544449684
5390,47.06923675742706
5395,46.11160743476832
5400,45.09247586076809
5405,42.83112628236417
5410,41.181137640986066
5415,39.95444492113461
5420,38.73218217660292
5425,38.50931618985625
5430,38.38030761194064
5435,39.03395617811995
5440,39.64493424013329
5445,39.517795312106564
5450,40.381063310268004
5455,41.63287967926201
5460,42.63588373082848
5465,42.972583300159
5470,43.59709782246948
5475,43.056139189810594
5480,43.10677351752468
5485,41.887157617970274
5490,40.11870566144002
5495,38.94810888570858
5500,36.717918204584535
5505,34.85258559203446
5510,32.93995511938799
5515,32.34225460341016
5520,30.72815830913327
5525,30.296451406845705
5530,29.111536598167845
5535,28.620334247294352
5540,28.603675291840126
5545,28.698850364081768
5550,29.345926354551928
5555,29.762333974689376
5560,30.073833099768486
5565,29.522261791486937
5570,29.63278618124363
5575,28.73598288985217
5580,28.284120734234058
5585,27.44100992044933
5590,27.3800583609903
5595,27.16217573392102
5600,26.58721034213759
5605,26.71773941635857
5610,26.43250225118163
5615,26.474167470771214
5620,26.44236854726467
5625,26.902523061370594
5630,28.030203839619674
5635,28.62976007112868
5640,28.98791565797743
5645,29.293085277688846
5650,29.969366660265177
5655,30.503527884443667
5660,31.6956869595527
5665,33.322722199089256
5670,34.703080540467916
5675,35.49082922590372
5680,35.430554462923546
5685,36.40455522193355
5690,36.956138873967724
5695,37.833873035033086
5700,38.40189185195309
5705,38.62203327512556
5710,38.73168790139902
5715,38.32316563193856
5720,38.33968815780388
5725,39.00044821399987
5730,39.97360149387362
5735,41.53103415708453
5740,43.097647488147686
5745,44.41622961222753
5750,46.051344300640295
5755,48.099754510260695
5760,49.994764757597366
5765,51.96295255644676
5770,54.68292058000138
5775,56.94775021684573
5780,58.78583903973987
5785,59.478958407582525
5790,60.4023167853361
5795,61.027308013750044
5800,61.57236323209828
5805,62.40797175351723
5810,63.21053910502934
5815,64.60630140471571
5820,64.74136614980637
5825,64.95365650861547
5830,66.14967570327752
5835,67.87493693242843
5840,69.36138257321889
5845,71.53865557832124
5850,72.66621993812261
5855,73.17654157745883
5860,73.53945118805811
5865,73.08876203190354
5870,73.71632163955726
5875,73.96714004701022
5880,72.97067566372884
5885,71.89543128503344
5890,70.94313152297623
5895,69.7478225127554
5900,69.52803576141937
5905,69.5745614263799
5910,69.63446474918679
5915,69.32775677646381
5920,68.78082116805084
5925,68.58820237432947
5930,69.13272450275126
5935,68.67016300437038
5940,67.99533072907845
5945,67.03786144298212
5950,66.17673418381173
5955,64.28474535299785
5960,62.680047293344
5965,61.334653592870744
5970,59.464727534650024
5975,57.39048877782424
5980,54.68249887953241
5985,53.00459695972088
5990,51.00001886140459
5995,49.578617052089484
6000,48.043103207001124
6005,46.65675075000537
6010,45.58007291874476
6015,44.44117549888058
6020,43.34574048063289
6025,42.0676000584192
6030,41.307476540829775
6035,40.13472220326703
6040,39.86960526691636
6045,38.1226101773108
6050,35.301933114538585
6055,33.4853513858997
6060,30.979226129740557
6065,28.733748899553753
6070,26.354639794488804
6075,24.628652273363425
6080,22.447684558043893
6085,20.798600726417128
6090,18.13220506979963
6095,16.871574575901953
6100,15.946087061204334
6105,14.978940107870752
6110,13.958533731382989
6115,13.364391528348913
6120,12.880756611196968
6125,11.81492717547409
6130,11.527008099570766
6135,10.829974719301475
6140,10.988262312712738
6145,10.296507839905441
6150,10.423580078315279
6155,10.416086601354333
6160,10.332747974617842
6165,10.090407306535905
6170,9.946206262486916
6175,9.749006722101466
6180,9.399888563469597
6185,8.825590358907254
6190,8.209107355921327
6195,7.709783894012553
6200,6.865560927347107
6205,6.507144621417837
6210,5.908720286538385
6215,5.328206690229374
6220,4.821849721958587
6225,4.467280519734031
6230,4.2080765719637885
6235,3.9250254914821703
6240,3.169131127625456
6245,3.178203813103298
6250,3.281976385588383
6255,3.050796928645807
6260,3.454190114481628
6265,3.8862227014728434
6270,3.7622669704139526
6275,4.594140618467321
6280,4.309200831356863
6285,4.637991968905788
6290,5.6413395639453
6295,6.110950694598778
6300,6.268448173202435
6305,6.532835296594394
6310,6.377081721405178
6315,6.338806488855399
6320,6.717746583097906
6325,6.606028404199097
6330,7.135600351303582
6335,7.538753168227655
6340,7.598469265117555
6345,7.56795360780322
6350,8.277803939310965
6355,9.05527630583381
6360,10.624735836767002
6365,13.404856895413113
6370,16.84167344549703
6375,20.27847128896273
6380,23.8180633318121
6385,27.301158766433417
6390,30.307983684681954
6395,33.96739527121678
6400,37.104445472314254
6405,39.994194299953506
6410,41.83026044321968
6415,40.91245267816684
6420,39.14445908616195
6425,36.86529744520508
6430,34.57875631538295
6435,32.43631467205425
6440,30.64512042020895
6445,28.63159736177377
6450,26.756076956205995
6455,24.71812304288192
6460,23.55970664727745
6465,23.577273794988812
6470,24.086814508807098
6475,25.049735004201366
6480,26.09587041471608
6485,27.236858020193228
6490,28.654982059474218
6495,29.901678533111163
6500,30.565678039981258
6505,31.519915693922524
6510,31.35350808966382
6515,31.400920702006538
6520,31.618782418221286
6525,31.055797872464957
6530,30.40962453559394
6535,29.60680667600633
6540,28.96984570670849
6545,28.16145107085403
6550,27.648020758724847
6555,26.85762349886081
6560,26.642288288072127
6565,26.684605491299102
6570,26.241577109585513
6575,26.63988449967573
6580,26.797652011648314
6585,26.081508011711684
6590,25.420509211354265
6595,25.069145327867286
6600,24.96026018498571
6605,24.3802733791924
6610,24.178330207587933
6615,23.48276186094666
6620,23.074182109450398
6625,22.36235173346523
6630,21.89832076507036
6635,22.80070162862381
6640,22.474058559661465
6645,22.41888247486611
6650,22.58647983982137
6655,22.86706519878133
6660,22.636899468429142
6665,22.289730440543586
6670,21.88842793756804
6675,21.88251978829812
6680,21.884001113474355
6685,20.698459078862033
6690,20.300986186379284
6695,19.647948828862063
6700,18.999437295470265
6705,18.401131040640973
6710,17.971081543302436
6715,17.83609917710813
6720,17.763631066836805
6725,17.528715803072053
6730,16.889089788158213
6735,17.17849764818832
6740,17.280753840037743
6745,17.182190903251506
6750,17.1391115880972
6755,17.759991066339314
6760,18.029222394072576
6765,18.860805571807738
6770,19.47692699708896
6775,20.186007211255728
6780,20.92657300495781
6785,21.065255374482568
6790,21.522130018740718
6795,21.963923443125733
6800,22.013161546619493
6805,21.707198979049096
6810,21.745139609352712
6815,21.32270435951009
6820,20.819836369260297
6825,21.242106445590533
6830,22.14278728993154
6835,23.88689867522479
6840,24.92709302386003
6845,26.617528842237647
6850,28.59197371860291
6855,30.054938983825856
6860,32.01481554451853
6865,33.95665131794302
6870,35.86791268537854
6875,36.53565833563749
6880,36.59763698113478
6885,36.14873974377264
6890,36.254882831118834
6895,35.69836642351123
6900,34.15414278089742
6905,33.18552342198503
6910,32.006720631467964
6915,30.611292929034487
6920,29.132010815514672
6925,27.725898270506132
6930,26.896395411469342
6935,26.16327785548291
6940,26.15228810968059
6945,26.330972079117213
6950,27.386856256027396
6955,28.023013587210926
6960,28.698664040270792
6965,29.324919574665063
6970,30.607864295993107
6975,31.119225760676773
6980,31.80730348943846
6985,32.28951107012395
6990,31.603424446174916
6995,30.35402096182155
7000,29.02182184601803
7005,28.096226321498442
7010,26.52758448921506
7015,25.760678607350638
7020,24.50350844019929
7025,24.453609161610235
7030,24.10618726930789
7035,24.21772557984933
7040,23.93340560051346
7045,24.462657575444204
7050,25.01913993909568
7055,25.588277992412735
7060,26.834252614774563
7065,27.612026416776978
7070,28.582302962144393
7075,29.00996918400253
7080,29.375551348918286
7085,29.282566866853035
7090,30.016887477068412
7095,31.479699719292416
7100,32.471841357337304
7105,33.4960229211979
7110,34.397203993378874
7115,35.13448022009775
7120,35.55354263397045
7125,37.28700902530086
7130,38.70568482942825
7135,40.4890164477094
7140,42.494513607702245
7145,42.926432256405306
7150,43.674986353020515
7155,43.85951006632946
7160,44.02156618431307
7165,44.58872390248606
