Actual,Predicted
10.9829168,12.017424
14.0110418,12.325147
13.9270834,14.33049
17.35375,17.676344
22.643125,23.52379
27.629375000000003,28.246801
31.289166600000005,31.299688
37.7325,36.748867
38.847916600000005,38.378117
37.0016666,38.019943
39.0427082,38.22868
38.446250000000006,38.68809
31.4785416,34.00367
26.5402084,25.685686
22.608125000000005,22.023066
15.2177084,16.366993
7.633750000000001,8.543098
6.05625,4.301353
3.5472916,2.9380462
1.35375,0.6080883
0.1610415999999999,1.08622
2.4929166,2.7092254
4.084375,4.225608
10.818125000000002,10.683311
17.616875,17.909733
22.68125,23.60403
25.1677084,25.88175
30.6445834,29.869123
33.9066668,33.126965
37.468958400000005,36.73416
40.0202084,39.52817
40.736875000000005,40.45538
40.73645820000001,39.768623
35.4570832,38.221195
27.289375000000003,28.764925
21.023125000000004,21.633087
17.564375000000002,16.968817
11.1072918,11.323957
6.54875,6.0463853
4.489374999999999,4.29659
2.8789584,2.0408669
0.8027084000000001,0.6149731
1.1662500000000002,1.5231904
3.4589584,3.5063248
7.299791600000001,9.076306
14.964375,14.876603
22.1658334,22.224634
27.207500000000003,28.342941
33.771041600000004,32.936058
38.7708334,37.683403
37.9127084,38.45871
37.996875,38.905983
39.550625,39.903816
37.72687500000001,38.832367
33.3552082,36.539753
30.6229164,28.514599
25.664166400000003,26.219387
19.8939582,20.42033
14.9133332,15.858345
10.9860416,11.160191
6.911875,6.2363057
4.585000000000001,4.155068
2.7854166,2.413583
0.575625,0.5259331
1.4185416000000002,1.0092151
3.6075,3.822935
10.8270834,9.543717
19.1320834,18.565788
24.86625,25.798143
32.189375,31.828114
38.33208320000001,38.35463
37.4312498,38.048317
38.7954164,38.41148
41.4720832,40.492123
38.3172916,39.446693
37.1491666,37.93872
38.238125,35.769623
36.8689584,36.853004
30.1508334,31.763563
26.906666800000004,25.0588
22.2118752,22.064533
14.8127084,16.322485
6.512708400000001,8.765272
4.820000000000001,3.2102075
2.3772916000000004,1.7608521
-0.0914584,-0.017668173
1.6908334,1.2116678
5.474375,5.9860215
10.94625,10.895493
17.6841666,18.996323
25.7822916,26.158947
31.1889582,32.19451
33.386875,34.88759
36.0972916,36.416523
37.8175,39.082863
36.0977084,37.585808
36.749375,37.623974
38.989583200000006,38.43439
36.118750000000006,37.77104
31.1,32.106335
28.145000000000003,25.8172
22.4004168,23.129744
15.9666668,17.064428
12.7064584,12.133381
10.115,8.794236
6.722916600000001,6.377429
4.618333200000001,4.2549744
2.8304166,2.4667263
0.7791665999999999,0.5250012
1.4433334,1.1850036
3.44375,3.4477727
8.841875000000002,9.341868
16.620416600000002,15.764577
22.511875000000003,23.877426
29.409375,28.903612
35.915833400000004,36.085945
36.547708400000005,37.27705
37.022291800000005,37.738636
38.01625000000001,39.530342
39.482083200000005,38.308956
36.832291600000005,38.215866
36.0625,36.491154
31.223750000000003,33.810165
27.259166800000003,26.589794
20.3252086,21.735765
17.2239586,16.88104
13.896458600000004,12.482828
12.405000200000003,11.20292
11.2379168,11.069689
8.4629168,9.392688
5.675833400000002,5.432324
3.743125000000001,3.0237513
1.8202084000000005,1.2632271
0.0664584,0.55298585
-0.0825,1.3037373
2.079375,2.105199
4.7770834,5.814929
5.7133334,7.29698
9.6627084,9.154948
15.3316668,14.677762
17.0954168,16.977427
16.665625,17.768402
20.926875000000003,20.037397
21.697916600000003,21.012936
17.263333199999998,19.557457
18.7356248,18.367653
17.1877082,17.335482
19.4589582,18.805807
23.385625,23.761442
29.080208400000004,29.454418
30.964375200000003,31.953785
36.15125020000001,35.042152
35.0614586,36.52596
29.5631252,32.720276
26.48395840000001,24.770706
21.423125,21.24754
17.3833334,17.417498
13.2239584,14.467667
10.7283334,10.068104
6.861041800000001,6.621242
4.639791800000001,4.228651
2.7727084,2.2803676
0.553125,0.5068536
1.6654166,1.2765582
3.8308332000000007,4.2221537
8.9933332,10.1438055
11.8362498,16.030327
16.6902082,17.353254
20.068958200000004,19.333586
23.068125,21.731377
24.939791600000003,24.955622
30.1554166,29.831633
30.2354166,31.320814
30.5554166,31.243067
31.705833200000004,31.89459
33.0172916,32.593033
33.3783334,34.038544
33.8666666,34.227283
35.8039584,34.86775
34.1710418,35.565964
29.507291800000004,31.484138
23.3516668,24.520332
20.0700002,19.66985
14.500000200000002,15.366909
10.873333400000002,10.455946
7.191458400000001,7.3193164
4.927500000000001,4.355318
2.7868750000000007,2.3760579
0.9554166000000002,0.5235549
1.1822916,1.7533928
3.4127082,3.3076346
7.768124800000001,8.738179
15.1468748,15.285665
21.8054164,22.469736
26.6270832,28.672216
32.879375,32.271053
36.365625,36.32822
35.4958334,37.366997
37.6835418,37.679718
40.256875,39.511406
37.13479160000001,38.652737
35.9516666,36.960636
34.9954166,33.679443
29.7104166,31.878983
23.1679166,25.113033
20.255,19.964355
16.1447918,15.371305
11.868125,12.123505
8.306875000000002,8.510684
6.1800000000000015,5.3974795
3.7322916,3.3686976
1.1839582,0.97224844
0.8947916000000001,0.72500426
4.702500000000001,3.6150603
9.1445834,9.947264
15.724166800000004,16.639408
24.1187502,23.62066
37.7535418,34.36126
40.923125,40.027725
45.09354160000001,42.23807
45.8760416,43.060116
44.209374800000006,43.009655
37.5858332,41.967808
39.6827082,39.454376
37.38062500000001,37.68452
32.0110416,32.82405
27.4345834,25.582106
22.741875000000004,23.03435
13.6677084,15.790321
7.349375,6.7136693
5.356875000000001,3.6573412
3.2054166,2.1288102
0.0195834,0.48165232
2.6079168000000004,1.0665835
6.458333400000001,7.3128157
11.9395834,12.4079
21.008125,19.857992
28.4291666,30.886923
31.7520832,33.212185
36.224375,36.44864
39.0375,39.11815
36.8954168,38.561
37.0897918,38.07809
39.3410418,39.10333
38.245,38.37595
29.9935416,34.30217
23.0699998,24.488466
15.3364582,18.670639
7.173958200000001,7.126286
-0.0527084,0.79247564
-0.095625,-0.24375285
-0.0985416,-0.18484847
-0.1,0.17950842
-0.1,-0.2140546
-0.1,-0.13472249
-0.1,-0.05913438
-0.1,-0.015002117
-0.1,0.2580067
-0.1,0.48227638
-0.1,1.5582163
1.6891666,1.5511682
6.02,3.686032
7.5891666,8.712582
10.181875000000002,10.165012
12.515416600000002,12.443594
12.105000000000002,12.63677
7.774166600000001,7.435078
6.205000000000002,5.4234867
3.6122916,3.6187632
1.27875,0.23297562
0.031875,0.058189407
2.1641666,2.0721917
6.765000000000001,7.008596
12.1675,13.620884
19.381875,18.951372
27.4452084,28.526333
32.5306252,33.38871
35.1683334,35.508213
38.3027084,37.701107
39.166875,39.810993
38.011666600000005,38.520206
39.4854166,39.000603
39.33875,39.482082
36.6004166,36.628536
33.9616666,31.771326
30.981250000000003,30.851044
24.1939582,26.131447
19.571249800000004,19.69972
15.7558332,15.651401
10.3595832,11.429312
6.3066664,6.253835
4.4024998,3.9467165
1.9333332,1.9657929
-0.0497918,0.0030594468
1.70375,1.6928844
5.2879168000000005,5.4813166
10.8329168,12.357768
16.602291800000003,18.337114
23.2422918,24.341604
29.796875,29.20563
33.7566666,34.230347
34.724166600000004,36.4343
37.94895820000001,38.21337
39.0627082,38.84378
37.0204166,38.29737
37.3,38.093628
36.575625,36.790676
30.5602084,33.628345
26.898125,25.519037
22.8514584,23.076975
16.9425,17.374899
13.375000000000002,12.658372
10.9070834,10.414418
6.815416800000001,6.967343
4.5527084,4.2749486
2.6314584,2.460607
0.4108333999999999,0.33977973
1.3677084,0.9252061
3.361875,3.8605275
10.2422916,9.505707
17.775000000000002,17.694843
23.345208400000004,24.351349
29.50125,29.842848
36.2385418,35.886833
36.1320836,36.7824
36.5397918,37.592514
39.2902084,39.159363
38.094375,38.806408
34.7139582,37.448505
32.7181248,31.62613
27.1339582,29.024832
20.5616666,22.56603
16.5579166,16.885935
13.0785416,12.922845
8.3054166,8.250662
5.949166600000001,5.4417276
4.200833200000001,3.7165136
1.7766666000000002,1.3301591
-0.095,0.32582086
1.6495833999999996,1.7873447
5.123125,5.0434704
10.8102084,12.064033
16.313125,17.59295
24.4691666,23.868572
31.4670832,31.211573
33.681250000000006,35.211613
36.317708200000006,36.56584
39.646875,39.739555
37.656458400000005,38.80524
36.9160418,37.948193
38.6435418,38.806473
35.0481252,37.19207
30.5870834,30.800207
27.649791800000003,26.12722
21.8602084,23.235453
16.41375,16.612337
12.610625,12.832001
8.2395834,8.18537
5.011250000000001,4.766887
2.79375,2.8404748
0.8250000000000001,0.60334736
1.2879166,0.8146102
3.5839582,4.090732
8.8708332,9.203953
16.459374800000003,16.998386
22.6762498,23.732222
29.3212498,29.458813
35.7120832,35.41794
36.8664582,37.36219
37.7577082,37.928066
40.30874980000001,39.77908
37.8156248,39.54816
36.4568748,37.657936
36.6339582,36.21818
31.620000000000005,35.45891
26.74583340000001,27.735357
23.299166800000005,22.532019
17.9889584,18.545074
