dlprbUsage
-8.854200000000000959e-02
-9.375000000000000000e-02
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
5.343750000000000444e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
9.614580000000000348e-01
7.362500000000000711e+00
1.082916699999999999e+01
1.442604200000000070e+01
1.331250000000000000e+01
8.984375000000000000e+00
2.250312499999999716e+01
1.040937500000000071e+01
3.155937499999999929e+01
3.975937499999999858e+01
3.391562499999999858e+01
4.080208299999999610e+01
4.262604199999999821e+01
3.713645799999999753e+01
3.052812499999999929e+01
4.412083299999999753e+01
3.781979199999999963e+01
7.787500000000000533e+00
1.244479199999999963e+01
1.086770800000000037e+01
7.168750000000000178e+00
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
1.205207999999999835e+00
1.155937500000000107e+01
7.857292000000000165e+00
3.356875000000000142e+01
3.389374999999999716e+01
2.652708299999999753e+01
2.399166699999999963e+01
3.524166699999999963e+01
4.987916699999999537e+01
5.170520799999999895e+01
3.928333299999999895e+01
2.757499999999999929e+01
3.523958299999999610e+01
2.348229199999999750e+01
1.086666699999999963e+01
7.952083000000000013e+00
1.028125000000000000e+01
2.954166999999999987e+00
6.895830000000000570e-01
5.697920000000000762e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
4.771875000000000533e+00
1.215312500000000107e+01
1.977395799999999682e+01
3.822291699999999537e+01
3.590729199999999821e+01
2.998020799999999753e+01
4.497083299999999895e+01
4.477291699999999963e+01
3.393229199999999679e+01
3.632812500000000000e+01
3.774895800000000179e+01
3.585208300000000037e+01
2.291458299999999682e+01
2.027083299999999966e+01
1.153437500000000071e+01
8.897916999999999632e+00
1.094895800000000108e+01
3.278124999999999734e+00
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
7.492708000000000368e+00
1.084479199999999999e+01
3.599791700000000105e+01
4.142499999999999716e+01
2.857083299999999682e+01
4.410833300000000179e+01
4.155833299999999753e+01
3.149374999999999858e+01
4.824583299999999753e+01
4.195416699999999821e+01
2.833437499999999787e+01
3.571770800000000179e+01
3.693854199999999821e+01
4.139999999999999858e+01
8.363542000000000698e+00
1.211354200000000070e+01
1.224375000000000036e+01
-5.729200000000000265e-02
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
8.854167000000000343e+00
1.881770799999999966e+01
2.725937499999999858e+01
3.358958299999999753e+01
4.039062500000000000e+01
3.588749999999999574e+01
2.980729200000000034e+01
4.081145800000000179e+01
4.219062499999999716e+01
3.179166700000000034e+01
3.914583299999999610e+01
4.100833300000000037e+01
2.645729199999999892e+01
1.709687499999999716e+01
1.701666699999999821e+01
1.042291699999999999e+01
8.839583000000001078e+00
1.015625000000000000e+01
4.139583000000000013e+00
5.624999999999999445e-02
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
7.460417000000000520e+00
1.005833300000000108e+01
2.689062500000000000e+01
3.879270799999999753e+01
2.935729199999999750e+01
4.194791699999999679e+01
4.259062499999999574e+01
3.004999999999999716e+01
4.116562499999999858e+01
3.432708300000000179e+01
4.927708299999999753e+01
2.934166699999999750e+01
2.620104199999999750e+01
1.697187499999999716e+01
1.450416700000000070e+01
1.460729200000000105e+01
1.383541699999999963e+01
9.563541999999999987e+00
9.514583000000000013e+00
8.668750000000001066e+00
7.322920000000000540e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.000000000000000056e-01
-1.250000000000001110e-02
1.070937499999999964e+01
1.338854200000000105e+01
4.581250000000000711e+00
1.964687499999999787e+01
2.833229199999999892e+01
1.952812499999999929e+01
1.123958299999999966e+01
2.588749999999999929e+01
2.350208299999999895e+01
6.159375000000000711e+00
2.688958299999999824e+01
3.500000000000000000e+00
3.724374999999999858e+01
4.313541699999999679e+01
3.463229199999999963e+01
3.631041700000000105e+01
2.943437499999999929e+01
3.179479199999999750e+01
1.564375000000000071e+01
1.923645799999999895e+01
1.100624999999999964e+01
9.235416999999999987e+00
1.099791700000000105e+01
